date,group_id,observer_id,focal_type,focal_id,time_of_arrival,focal_start_time,visibility,focal_activity_start_time,activity,species_of_tree,what_part_being_eaten,part_of_fruit_eaten,seed_eating_activity,tree_number,tree_canopy_height,feeding_start_time,feeding_end_time,start_time_feeding_rate,end_time_feeding_rate,amount_eaten,comments
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T11:50:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T12:00:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,1,2025-05-01T12:10:00Z,F,Papung,fr/M,sd+dg,telan semua,NA,atas,2025-05-01T12:09:59Z,2025-05-01T12:20:00Z,NA,NA,NA,"Tidak dapat mengambil feeding rate, individu terhalang tajuk pohon Papung"
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T12:20:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,1,2025-05-01T12:28:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T12:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T12:42:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Papung, cuaca cerah sedikit berawan"
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T12:55:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T12:59:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Mangkinang blawau, cuaca hanya berawan"
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T13:16:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T13:25:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Hangkang, cuaca menjadi cerah sedikit berawan"
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T13:27:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,2,2025-05-01T13:32:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Individu memasuki pohon Hangkang, beristirahat dengan mengambil posisi duduk pada cabang"
2025-05-01,Pribon,"Rahadi, Uhit, Radi",FN,Sawit,2025-05-01T10:23:00Z,2025-05-01T10:23:00Z,1,2025-05-01T14:42:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Pohon tidur sore Sawit di pohon Hangkang KS/E, terlihat individu sudah beristiraht dengan posisi merebah"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,0,2025-05-07T04:50:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Sampai pohon tidur pagi Ewit di pohon Mangkinang blawau
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T05:18:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T05:30:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Bengaris, cuaca berawan"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T05:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T05:45:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kayu lalas
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T05:48:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T05:54:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Bengaris
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T05:59:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:04:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Kayu lalas
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:07:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:13:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Manggis hutan daun besar (Mhdb)
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:15:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T06:17:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,atas,2025-05-07T06:17:00Z,2025-05-07T06:22:00Z,NA,NA,NA,Sulit mengambil feeding rate karena individu tertutup tajuk pohon Meranti daun besar
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:22:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:29:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Kamehas daun perak
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:38:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T06:51:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,atas,2025-05-07T06:51:00Z,2025-05-07T06:54:59Z,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:55:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T06:56:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,tengah,2025-05-07T06:56:00Z,2025-05-07T07:03:00Z,2025-05-07T06:57:00Z,2025-05-07T06:58:00Z,19,Akar kuku elang di pohon Papung
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:03:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:14:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:17:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:29:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Meranti daun kecil
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:41:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T07:44:00Z,F,Akar kuku elang,fr/M,dg+kul,meludah,NA,atas,2025-05-07T07:43:59Z,2025-05-07T07:47:00Z,NA,NA,NA,Akar kuku elang di pohon Hangkang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:47:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:50:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Inidividu mendekati Sawit dan memegang tangannya dengan erat, kemudian Sawit menjauhi dirinya dari pohon Papung"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:53:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T07:58:00Z,F,Lunuk besar,fr/M,sd+dg,telan semua,NA,tengah,2025-05-07T07:57:59Z,2025-05-07T08:19:00Z,2025-05-07T08:03:00Z,2025-05-07T08:04:00Z,7,"Individu makan bersama Rawit, cuaca mul;ai cerah dan sedikit berawan"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T08:19:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T08:25:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Kayu lalas
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T08:43:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T08:54:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:00:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:09:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Mipa
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:12:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:15:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kamehas daun perak
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:23:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:26:00Z,F,Tatumbu putih,fl,NA,NA,NA,atas,2025-05-07T09:26:00Z,2025-05-07T09:29:00Z,2025-05-07T09:27:00Z,2025-05-07T09:28:00Z,15,Individu makan bunga Tatumbu putih bersama Sawit
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:29:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:40:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mipa
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:44:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:49:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Papung
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T09:54:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:02:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Urinasi dan defekasi di pohon Papung, Sampel tidak dapat diambil oleh pengamat dikarenakan sampel yang terlalu sedikit"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:04:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:08:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Tarantang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:12:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:15:00Z,F,Lewang,yl,NA,NA,NA,tengah,2025-05-07T10:14:59Z,2025-05-07T10:21:00Z,2025-05-07T10:15:00Z,2025-05-07T10:16:00Z,7,Individu makan bersama Sawit di pohon makan yang sama
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:21:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:30:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Kambalitan putih
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:33:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:37:00Z,F,Papung,fr/M,dg,telan semua,NA,atas,2025-05-07T10:36:59Z,2025-05-07T10:39:59Z,2025-05-07T10:38:00Z,2025-05-07T10:39:00Z,3,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:43:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Kayu lalas
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:48:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T10:50:00Z,F,Serangga,ins,NA,NA,NA,tengah,2025-05-07T10:50:00Z,2025-05-07T10:57:59Z,NA,NA,NA,"Terlihat individu memakan serangga dari daun mati di Akar kamunda, tetapi tidak diketahui jenis makannya"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T10:58:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:03:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Hangkang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:09:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:11:00Z,S,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Inidvidu bermain dengan Ewat seperti bergulat di pohon Papung, setelah itu individu mengejar Ewat ke antar pohon"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:25:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ewat menjauhi Ewit terlebih dahulu
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:32:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Nyato puntik
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:36:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:38:00Z,F,Hangkang,fr/M,dg,meludah,NA,atas,2025-05-07T11:37:59Z,2025-05-07T11:39:59Z,2025-05-07T11:38:00Z,2025-05-07T11:39:00Z,3,Hangkang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:47:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Hangkang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:51:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T11:57:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:02:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:07:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Manggis hutan daun besar
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T12:14:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,1,2025-05-07T12:17:00Z,F,Akar kuku elang,fr/M,sd+kul,meludah,NA,atas,2025-05-07T12:17:00Z,2025-05-07T12:20:00Z,NA,NA,NA,"Akar kuku elang di pohon Meranti daun kecil, tidak dapat mengambil feeding rate karena individu makansecara berpindah - pindah"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:20:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:30:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:32:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:35:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Hangkang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:43:00Z,F,Lunuk besar,fr/M,sd+dg,telan semua,NA,atas,2025-05-07T12:42:59Z,2025-05-07T12:58:00Z,2025-05-07T12:44:00Z,2025-05-07T12:45:00Z,3,Lunuk besar di pohon Kayu lalas
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T12:58:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:04:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Tagula daun besar
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:05:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:06:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Urinasi dan defekasi di pohon Manggis hutan daun besar, sampel tidak dikoleksi karena sampel hancur dan terlalu sedikit"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:07:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:23:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Kayu lalas, cuaca cerah"
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:26:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:28:00Z,F,Kamuning,yl,NA,NA,NA,atas,2025-05-07T13:27:59Z,2025-05-07T13:32:00Z,2025-05-07T13:30:00Z,2025-05-07T13:31:00Z,14,Individu makan daun muda Kamuning bersama Rawit dan Sawit
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:32:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:37:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Tutup kabali
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:44:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:47:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Lewang
2025-05-07,Pribon,"Radi, Herman",NN,Ewit,2025-05-07T04:50:00Z,2025-05-07T05:18:00Z,2,2025-05-07T13:51:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
